SPDES Permit Number,Facility Name,Ground or Surface,Average Design Hydraulic Flow,Street,City,State,Country,Zip Code,Latitude,Longitude,Location 1
NY0031224,HAMLET SEWAGE TREATMENT,Surface,0.10,41 CONTRACTORS RD,TUXEDO PARK,NY,USA,10987,41.18,-74.18,"41 CONTRACTORS RD
TUXEDO PARK, NY 10987
(41.18, -74.18)"
NY0033561,HAMMOND -V SEWAGE TREATMENT PLANT,Surface,0.04,MAIN ST,HAMMOND,NY,USA,13646,44.45,-75.68,"MAIN ST
HAMMOND, NY 13646
(44.45, -75.68)"
NY0089702,HANCOCK - V STP,Surface,0.35,LABARRE ST,HANCOCK,NY,USA,13783,41.93,-75.27,"LABARRE ST
HANCOCK, NY 13783
(41.93, -75.27)"
NY0262757,HARBOUR TOWN (SUBDIVISION) AT FISHER BAY MARINA,Ground,0.00,HITCHCOCK RD @ WILEY RD,SULLIVAN,NY,USA,13037,43.17,-75.97,"HITCHCOCK RD @ WILEY RD
SULLIVAN, NY 13037
(43.17, -75.97)"
NY0157376,HASTINGS - T CAUGHDENOY SD,Surface,0.03,CO RTE 12 BETW THE 2 ENDS OF MANHATTAN PARK DR,HASTINGS,NY,USA,13076,43.27,-76.21,"CO RTE 12 BETW THE 2 ENDS OF MANHATTAN PARK DR
HASTINGS, NY 13076
(43.27, -76.21)"
NY0028533,HAVERSTRAW JOINT REGIONAL STP,Surface,8.00,ECOLOGY LN,WEST HAVERSTRAW,NY,USA,10993,41.21,-73.97,"ECOLOGY LN
WEST HAVERSTRAW, NY 10993
(41.21, -73.97)"
NY0036528,HERKIMER CO SD WWTF,Surface,6.10,106 W MAIN ST,MOHAWK,NY,USA,13407,43.01,-75.01,"106 W MAIN ST
MOHAWK, NY 13407
(43.01, -75.01)"
NY0020486,HERKIMER WATER POLL CTRL FAC,Surface,1.70,501 S WASHINGTON ST,HERKIMER,NY,USA,13350,43.02,-74.97,"501 S WASHINGTON ST
HERKIMER, NY 13350
(43.02, -74.97)"
NY0236306,HERRINGS - V STP,Surface,0.01,24497 SECOND ST,HERRINGS,NY,USA,13653,44.02,-75.66,"24497 SECOND ST
HERRINGS, NY 13653
(44.02, -75.66)"
NY0027146,HEUVELTON WATER POLL CTRL PLANT,Surface,0.45,101 HORSESHOE RD,HEUVELTON,NY,USA,13654,44.61,-75.41,"101 HORSESHOE RD
HEUVELTON, NY 13654
(44.61, -75.41)"
NY0034436,HIDDEN VALLEY ESTATES - SD NO 1 STP,Surface,0.06,HEATHER LN,OTISVILLE,NY,USA,10963,41.43,-74.55,"HEATHER LN
OTISVILLE, NY 10963
(41.43, -74.55)"
NY0022586,HIGHLAND FALLS WWTP,Surface,1.35,ROSE DR & HUDSON RIVER,HIGHLAND FALLS,NY,USA,10928,41.34,-73.96,"ROSE DR &amp; HUDSON RIVER
HIGHLAND FALLS, NY 10928
(41.34, -73.96)"
NY0219304,HIGHLAND LAKE ESTATES,Surface,0.10,RIDGE RD & CO RTE 105,WOODBURY,NY,USA,,41.34,-74.13,"RIDGE RD &amp; CO RTE 105
WOODBURY, NY
(41.34, -74.13)"
NY0149411,HIGHLANDS SEWER IMPROVEMENT AREA,Surface,0.12,MINE DOCK RD,HIGHLANDS,NY,USA,,41.32,-73.98,"MINE DOCK RD
HIGHLANDS, NY
(41.32, -73.98)"
NY0268771,HILLSDALE SEWER PROJECT,Ground,0.04,ST RTES 22 & 23 - SE OF INTERSECTION,HILLSDALE,NY,USA,12529,42.17,-73.52,"ST RTES 22 &amp; 23 - SE OF INTERSECTION
HILLSDALE, NY 12529
(42.17, -73.52)"
NY0257265,HINCKLEY WASTEWATER TREATMENT FACILITY,Surface,0.01,MAIN ST,TRENTON,NY,USA,,43.31,-75.11,"MAIN ST
TRENTON, NY
(43.31, -75.11)"
NY0029254,HOBART - V WWTP,Surface,0.18,RIVER ST,HOBART,NY,USA,13788,42.36,-74.68,"RIVER ST
HOBART, NY 13788
(42.36, -74.68)"
NY0023256,HOLLEY - V STP,Surface,0.45,FRISBEE TERR,HOLLEY,NY,USA,14470,43.22,-78.02,"FRISBEE TERR
HOLLEY, NY 14470
(43.22, -78.02)"
NY0025259,HONEOYE FALLS - V STP,Surface,0.60,100 ULRICH LN,HONEOYE FALLS,NY,USA,14472,42.95,-77.59,"100 ULRICH LN
HONEOYE FALLS, NY 14472
(42.95, -77.59)"
NY0107255,HONEOYE LAKE COUNTY SD STP,Surface,0.50,US RTE 20A,HONEOYE,NY,USA,14471,42.79,-77.51,"US RTE 20A
HONEOYE, NY 14471
(42.79, -77.51)"
NY0024821,HOOSICK FALLS - V STP,Surface,1.50,N HOOSICK RD,HOOSICK FALLS,NY,USA,12090,42.91,-73.35,"N HOOSICK RD
HOOSICK FALLS, NY 12090
(42.91, -73.35)"
NY0267953,HOPEWELL HAMLET SEWER DISTRICT,Surface,0.50,330 ST RTE 376,HOPEWELL,NY,USA,12533,41.57,-73.80,"330 ST RTE 376
HOPEWELL, NY 12533
(41.57, -73.80)"
NY0023647,HORNELL - C WATER POLLUTION CONTROL PLANT,Surface,4.00,69 PARK DR,HORNELL,NY,USA,14843,42.30,-77.65,"69 PARK DR
HORNELL, NY 14843
(42.30, -77.65)"
NY0024431,HOUGHTON SD STP,Surface,0.28,ST RTE 19 AND GENESEE RD OPPOSITE CHAMBERLAIN ST,HOUGHTON,NY,USA,14744,42.43,-78.14,"ST RTE 19 AND GENESEE RD OPPOSITE CHAMBERLAIN ST
HOUGHTON, NY 14744
(42.43, -78.14)"
NY0022039,HUDSON - C STP,Surface,2.80,N FRONT & DOCK STS,HUDSON,NY,USA,12534,42.25,-73.79,"N FRONT &amp; DOCK STS
HUDSON, NY 12534
(42.25, -73.79)"
NY0248983,HULETTS LANDING SEWER DISTRICT NO 1,Ground,0.03,BROOK WAY OFF CO RTE 6B,HULETTS LANDING,NY,USA,12841,43.64,-73.50,"BROOK WAY OFF CO RTE 6B
HULETTS LANDING, NY 12841
(43.64, -73.50)"
NY0241075,HUNTER - V WASTEWATER TREATMENT PLANT,Surface,0.33,NORTH SIDE OF RTE 23A,HUNTER,NY,USA,12442,42.21,-74.24,"NORTH SIDE OF RTE 23A
HUNTER, NY 12442
(42.21, -74.24)"
NY0021342,HUNTINGTON SEWER DISTRICT STP,Surface,2.50,CREEK RD,HUNTINGTON,NY,USA,11743,40.88,-73.42,"CREEK RD
HUNTINGTON, NY 11743
(40.88, -73.42)"
NY0026191,HUNTS POINT WWTP,Surface,200.00,COSTER ST & RYAWA AVE,BRONX,NY,USA,10474,40.80,-73.88,"COSTER ST &amp; RYAWA AVE
BRONX, NY 10474
(40.80, -73.88)"
NY0097896,HYDE PARK GREENFIELDS SEWER DIST,Surface,0.13,GREENFIELDS SEWER DIST,HYDE PARK,NY,USA,12538,41.76,-73.87,"GREENFIELDS SEWER DIST
HYDE PARK, NY 12538
(41.76, -73.87)"
NY0023329,INDIAN LAKE SD,Surface,0.14,BRIAN ST,INDIAN LAKE,NY,USA,12842,43.78,-74.28,"BRIAN ST
INDIAN LAKE, NY 12842
(43.78, -74.28)"
NY0029289,INTERLAKEN - V STP,Surface,0.10,CAYUGA ST,INTERLAKEN,NY,USA,14847,42.62,-76.71,"CAYUGA ST
INTERLAKEN, NY 14847
(42.62, -76.71)"
NY0026638,ITHACA AREA WASTEWATER TREATMENT FAC,Surface,13.10,525 THIRD ST,ITHACA,NY,USA,14850,42.45,-76.50,"525 THIRD ST
ITHACA, NY 14850
(42.45, -76.50)"
NY0026115,JAMAICA WASTEWATER TREATMENT PLANT,Surface,100.00,150-20 134TH ST,JAMAICA,NY,USA,11430,40.66,-73.80,"150-20 134TH ST
JAMAICA, NY 11430
(40.66, -73.80)"
NY0027570,JAMESTOWN STP,Surface,12.00,QUAINT RD,JAMESTOWN,NY,USA,14702,42.10,-79.15,"QUAINT RD
JAMESTOWN, NY 14702
(42.10, -79.15)"
NY0247251,JASPER-T WWTP,Surface,0.04,GRANGE ST,JASPER,NY,USA,,42.12,-77.50,"GRANGE ST
JASPER, NY
(42.12, -77.50)"
NY0109029,JEFFERSONVILLE WWTP,Surface,0.12,SICKMILLER RD,JEFFERSONVILLE,NY,USA,12748,41.76,-74.94,"SICKMILLER RD
JEFFERSONVILLE, NY 12748
(41.76, -74.94)"
NY0023981,JOHNSON CITY - V OVERFLOWS,Surface,4.00,CHOCONUT CREEK @ SUSQUEHANNA RIVER,JOHNSON CITY,NY,USA,13790,42.11,-75.97,"CHOCONUT CREEK @ SUSQUEHANNA RIVER
JOHNSON CITY, NY 13790
(42.11, -75.97)"
NY0105007,JORDAN STP,Surface,0.16,FOOTE ST,JORDAN,NY,USA,13080,43.07,-76.47,"FOOTE ST
JORDAN, NY 13080
(43.07, -76.47)"
NY0245623,JUNIUS-T FL OUTLET CENTER WWTP,Surface,0.05,ST RTE 318 & NINEFOOT RD,JUNIUS,NY,USA,13165,42.95,-76.93,"ST RTE 318 &amp; NINEFOOT RD
JUNIUS, NY 13165
(42.95, -76.93)"
NY0025097,KEESEVILLE WASTEWATER TREATMENT PLANT,Surface,0.40,1858 US RTE 9 (N AUSABLE ST),KEESEVILLE,NY,USA,12944,44.51,-73.47,"1858 US RTE 9 (N AUSABLE ST)
KEESEVILLE, NY 12944
(44.51, -73.47)"
NY0109924,KERHONKSON WWTF - KERHONKSON SD,Surface,0.13,108 CANAL ST,ELLENVILLE,NY,USA,12428,41.77,-74.30,"108 CANAL ST
ELLENVILLE, NY 12428
(41.77, -74.30)"
NY0030724,KIAMESHA LAKE SD STP,Surface,2.00,OLD BAILEY RD,MONTICELLO,NY,USA,12701,41.66,-74.66,"OLD BAILEY RD
MONTICELLO, NY 12701
(41.66, -74.66)"
NY0029351,KINGSTON WWTF,Surface,6.80,91-129 E STRAND ST,KINGSTON,NY,USA,12401,41.92,-73.97,"91-129 E STRAND ST
KINGSTON, NY 12401
(41.92, -73.97)"
NY0109410,KINGS TRACT STP,Surface,,BULL MILL RD @ SEELY BROOK,CHESTER,NY,USA,10918,41.30,-74.24,"BULL MILL RD @ SEELY BROOK
CHESTER, NY 10918
(41.30, -74.24)"
NY0243493,KISSING BRIDGE SEWER DISTRICT #2,Surface,0.03,KISSING BRIDGE LN,CONCORD,NY,USA,,42.59,-78.65,"KISSING BRIDGE LN
CONCORD, NY
(42.59, -78.65)"
NY0026085,LAGRANGE NOXON KNOLLS SD STP,Surface,0.03,132 SIMONE DR,POUGHKEEPSIE,NY,USA,12603,41.65,-73.84,"132 SIMONE DR
POUGHKEEPSIE, NY 12603
(41.65, -73.84)"
NY0271225,LAKE ARKIN STP,Surface,0.01,LOGTOWN RD,GREENVILLE,NY,USA,,41.34,-74.59,"LOGTOWN RD
GREENVILLE, NY
(41.34, -74.59)"
NY0094366,LAKE GEORGE STP,Ground,1.75,BIRCH AVE,LAKE GEORGE,NY,USA,12845,43.40,-73.71,"BIRCH AVE
LAKE GEORGE, NY 12845
(43.40, -73.71)"
NY0022187,LAKE PLACID WPCP,Surface,2.50,153 POWER HOUSE RD,LAKE PLACID,NY,USA,12946,44.27,-73.97,"153 POWER HOUSE RD
LAKE PLACID, NY 12946
(44.27, -73.97)"
NY0026727,LAKESIDE VILLAGE STP,Surface,,MILL POND RD,YORKTOWN HEIGHTS,NY,USA,10598,41.28,-73.83,"MILL POND RD
YORKTOWN HEIGHTS, NY 10598
(41.28, -73.83)"
NY0032328,LAKEVILLE WASTEWATER TREATMENT PLANT,Surface,1.27,ST RTE 256 - E SIDE - S OF ST RTE 15 & N OF US RTE 20A,LAKEVILLE,NY,USA,14480,42.84,-77.70,"ST RTE 256 - E SIDE - S OF ST RTE 15 &amp; N OF US RTE 20A
LAKEVILLE, NY 14480
(42.84, -77.70)"
NY0020354,LAWRENCE WWTP,Surface,1.50,"1 ROCK HALL RD & DOUGHTY|NCTM # 40, 116, 04",LAWRENCE,NY,USA,11559,40.60,-73.73,"1 ROCK HALL RD &amp; DOUGHTY|NCTM # 40, 116, 04
LAWRENCE, NY 11559
(40.60, -73.73)"
NY0027561,LEROY R SUMMERSON WWTF,Surface,9.00,251 PORT WATSON ST,CORTLAND,NY,USA,13045,42.59,-76.15,"251 PORT WATSON ST
CORTLAND, NY 13045
(42.59, -76.15)"
NY0030546,LEROY - V WWTP,Surface,1.00,7500 RED MILL RD,LEROY,NY,USA,14482,42.99,-77.98,"7500 RED MILL RD
LEROY, NY 14482
(42.99, -77.98)"
NY0027766,LEWISTON MASTER SD,Surface,2.75,501 PLETCHER RD,LEWISTON,NY,USA,14092,43.20,-79.03,"501 PLETCHER RD
LEWISTON, NY 14092
(43.20, -79.03)"
NY0024481,LEWISTON STP,Surface,0.45,130 N WATER ST,LEWISTON,NY,USA,14092,43.17,-79.04,"130 N WATER ST
LEWISTON, NY 14092
(43.17, -79.04)"
NY0263311,LEXINGTON WWTP,Ground,0.03,ST RTE 23A,LEXINGTON,NY,USA,12452,42.24,-74.36,"ST RTE 23A
LEXINGTON, NY 12452
(42.24, -74.36)"
NY0148032,LIBERTY/ INFIRMARY ROAD SEWER DISTRICT,Surface,,INFIRMARY RD,LIBERTY,NY,USA,12754,41.75,-74.78,"INFIRMARY RD
LIBERTY, NY 12754
(41.75, -74.78)"
NY0030261,LIBERTY LOOMIS SEWER DIST STP,Surface,0.08,LAKE MARIE RD|(ST RTE 52W),LIBERTY,NY,USA,12754,41.78,-74.78,"LAKE MARIE RD|(ST RTE 52W)
LIBERTY, NY 12754
(41.78, -74.78)"
NY0030074,LIBERTY WWTF,Surface,2.00,WILLOW LN,LIBERTY,NY,USA,12754,41.78,-74.73,"WILLOW LN
LIBERTY, NY 12754
(41.78, -74.73)"
NY0100242,LILY DALE SD WWT FACILITY,Surface,0.05,LILY DALE OFF FRISBEE RD,POMFRET (T),NY,USA,,42.35,-79.32,"LILY DALE OFF FRISBEE RD
POMFRET (T), NY
(42.35, -79.32)"
NY0022420,LIMA - V STP,Surface,0.30,ZIEGLER DR,LIMA,NY,USA,14485,42.91,-77.60,"ZIEGLER DR
LIMA, NY 14485
(42.91, -77.60)"
NY0029068,LIMESTONE WWTP,Surface,0.25,625 SPITTLER RD|US RTE 219 & RAILROAD AVE,LIMESTONE,NY,USA,14753,42.02,-78.63,"625 SPITTLER RD|US RTE 219 &amp; RAILROAD AVE
LIMESTONE, NY 14753
(42.02, -78.63)"
NY0257559,LISBON SEWAGE TREATMENT FACILITY,Surface,0.05,HALL RD,LISBON,NY,USA,13658,44.72,-75.31,"HALL RD
LISBON, NY 13658
(44.72, -75.31)"
NY0022403,LITTLE FALLS WASTEWATER TREATMENT PLANT,Surface,7.00,223 RIVER RD E,LITTLE FALLS,NY,USA,13365,43.03,-74.84,"223 RIVER RD E
LITTLE FALLS, NY 13365
(43.03, -74.84)"
NY0104795,LITTLE VALLEY STP,Surface,0.19,103 ROCK CITY ST EXT,LITTLE VALLEY,NY,USA,14755,42.24,-78.78,"103 ROCK CITY ST EXT
LITTLE VALLEY, NY 14755
(42.24, -78.78)"
NY0025437,LIVINGSTON MANOR STP,Surface,0.80,COVERED BRIDGE RD - S OF ST RTE 17,LIVINGSTON MANOR,NY,USA,12758,41.90,-74.83,"COVERED BRIDGE RD - S OF ST RTE 17
LIVINGSTON MANOR, NY 12758
(41.90, -74.83)"
NY0024295,LLOYD HIGHLAND SEWER DIST STP,Surface,1.25,15 RIVER RD,HIGHLAND,NY,USA,12528,41.71,-73.95,"15 RIVER RD
HIGHLAND, NY 12528
(41.71, -73.95)"
NY0024538,LOCH SHELDRAKE WWTP,Surface,0.70,1077 ST RTE 52 | N OF EVENS LAKE,LOCH SHELDRAKE,NY,USA,12759,41.76,-74.65,"1077 ST RTE 52 | N OF EVENS LAKE
LOCH SHELDRAKE, NY 12759
(41.76, -74.65)"
NY0027057,LOCKPORT WASTEWATER TREATMENT PLANT,Surface,22.00,611 W JACKSON ST,LOCKPORT,NY,USA,14094,43.18,-78.70,"611 W JACKSON ST
LOCKPORT, NY 14094
(43.18, -78.70)"
NY0020567,LONG BEACH WATER POLLUTION CONTROL PLANT,Surface,7.50,NATIONAL BLVD & BAY ST,LONG BEACH,NY,USA,11561,40.59,-73.66,"NATIONAL BLVD &amp; BAY ST
LONG BEACH, NY 11561
(40.59, -73.66)"
NY0020125,LOWVILLE MUNICIPAL POLL CTRL FAC,Surface,1.80,7514 E STATE ST,LOWVILLE,NY,USA,13367,43.78,-75.47,"7514 E STATE ST
LOWVILLE, NY 13367
(43.78, -75.47)"
NY0239577,LYON MOUNTAIN SEWER DIST WWTP,Surface,0.07,2 SUNSET RD,LYON MOUNTAIN,NY,USA,12929,44.72,-73.91,"2 SUNSET RD
LYON MOUNTAIN, NY 12929
(44.72, -73.91)"
NY0257737,LYONS FALLS WASTEWATER TREATMENT FACILITY,Surface,0.07,E OF CONTINENTAL CIR & N OF NEW ST,LYONS FALLS,NY,USA,13368,43.62,-75.36,"E OF CONTINENTAL CIR &amp; N OF NEW ST
LYONS FALLS, NY 13368
(43.62, -75.36)"
NY0022551,LYONS - V STP,Surface,0.75,CLYDE RD,LYONS,NY,USA,14489,43.06,-76.97,"CLYDE RD
LYONS, NY 14489
(43.06, -76.97)"
NY0023612,MACEDON - V STP,Surface,0.75,ST RTE 31 - S SIDE - OPPOSITE QUAKER RD,MACEDON,NY,USA,14502,43.06,-77.29,"ST RTE 31 - S SIDE - OPPOSITE QUAKER RD
MACEDON, NY 14502
(43.06, -77.29)"
NY0024635,MADRID WATER POLL CNTRL PLANT,Surface,0.13,RIVER ST,MADRID,NY,USA,13660,44.74,-75.12,"RIVER ST
MADRID, NY 13660
(44.74, -75.12)"
NY0026590,MAHOPAC STP,Surface,0.30,35 MUD POND RD,MAHOPAC,NY,USA,10541,41.37,-73.72,"35 MUD POND RD
MAHOPAC, NY 10541
(41.37, -73.72)"
NY0026701,MAMARONECK WWTP,Surface,20.60,W BOSTON POST RD,WHITE PLAINS,NY,USA,10601,40.94,-73.73,"W BOSTON POST RD
WHITE PLAINS, NY 10601
(40.94, -73.73)"
NY0030813,MANCHESTER SHORTSVILLE STP,Surface,0.88,3980 ST RTE 96 AT CANANDAIGUA OUTLET,SHORTSVILLE,NY,USA,14548,42.97,-77.22,"3980 ST RTE 96 AT CANANDAIGUA OUTLET
SHORTSVILLE, NY 14548
(42.97, -77.22)"
NY0028363,MARATHON - V STP,Surface,0.20,FRONT ST EXT,MARATHON,NY,USA,13803,42.43,-76.03,"FRONT ST EXT
MARATHON, NY 13803
(42.43, -76.03)"
NY0020532,MARCELLUS - V STP,Surface,0.38,NORTH ST,MARCELLUS,NY,USA,13108,42.99,-76.34,"NORTH ST
MARCELLUS, NY 13108
(42.99, -76.34)"
NY0026531,MARGARETVILLE - V STP,Surface,0.40,41158 ST RTE 28,MARGARETVILLE,NY,USA,12455,42.13,-74.65,"41158 ST RTE 28
MARGARETVILLE, NY 12455
(42.13, -74.65)"
NY0268437,MARIAVILLE LAKE SEWER DISTRICT # 2,Surface,0.10,ST RTE 159 (MARIAVILLE RD) - S CHUCTANUNDA CREEK,MARIAVILLE,NY,USA,,42.83,-74.15,"ST RTE 159 (MARIAVILLE RD) - S CHUCTANUNDA CREEK
MARIAVILLE, NY
(42.83, -74.15)"
NY0031569,MARION - T STP,Surface,0.13,4243 SMITH RD,MARION,NY,USA,14505,43.13,-77.17,"4243 SMITH RD
MARION, NY 14505
(43.13, -77.17)"
NY0109720,MARLBORO STP,Surface,0.18,DOCK RD - E OF US RTE 9W,MILTON,NY,USA,12547,41.60,-73.96,"DOCK RD - E OF US RTE 9W
MILTON, NY 12547
(41.60, -73.96)"
NY0031194,MASSENA WASTEWATER TREATMENT PLANT,Surface,4.80,302 E ORVIS ST,MASSENA,NY,USA,13662,44.93,-74.87,"302 E ORVIS ST
MASSENA, NY 13662
(44.93, -74.87)"
NY0023272,MAYBROOK STP,Surface,0.40,ST RTE 208 - E SIDE - BETWEEN COUNTRY CLUB & ARISTOTLE DRS,MAYBROOK,NY,USA,12543,41.49,-74.20,"ST RTE 208 - E SIDE - BETWEEN COUNTRY CLUB &amp; ARISTOTLE DRS
MAYBROOK, NY 12543
(41.49, -74.20)"
NY0027723,MEADOWBROOK LIMESTONE WWTP,Surface,6.50,7530 MANLIUS CENTER RD,KIRKVILLE,NY,USA,13082,43.05,-76.00,"7530 MANLIUS CENTER RD
KIRKVILLE, NY 13082
(43.05, -76.00)"
NY0021873,MEDINA WASTEWATER TREATMENT PLANT,Surface,2.00,200 GULF ST |WESTWARD TO N GRAVEL RD,MEDINA,NY,USA,14103,43.23,-78.39,"200 GULF ST |WESTWARD TO N GRAVEL RD
MEDINA, NY 14103
(43.23, -78.39)"
NY0027081,METROPOLITAN SYRACUSE WWTP,Surface,84.20,650 HIAWATHA BLVD W,SYRACUSE,NY,USA,13204,43.06,-76.17,"650 HIAWATHA BLVD W
SYRACUSE, NY 13204
(43.06, -76.17)"
NY0036617,MEXICO - V STP,Surface,0.30,ACADEMY ST,MEXICO,NY,USA,13114,43.46,-76.23,"ACADEMY ST
MEXICO, NY 13114
(43.46, -76.23)"
NY0192309,MIDDLEBURGH - V STP,Surface,0.09,BAKER AVE,MIDDLEBURGH,NY,USA,12122,42.59,-74.33,"BAKER AVE
MIDDLEBURGH, NY 12122
(42.59, -74.33)"
NY0026328,MIDDLETOWN STP,Surface,8.50,159 DOLSON AVE,MIDDLETOWN,NY,USA,10940,41.42,-74.42,"159 DOLSON AVE
MIDDLETOWN, NY 10940
(41.42, -74.42)"
NY0035637,MIDPOINT PARK SD/ROYAL RIDGE,Surface,0.07,MARTIN DR - N END,WAPPINGERS FALLS,NY,USA,12590,41.61,-73.86,"MARTIN DR - N END
WAPPINGERS FALLS, NY 12590
(41.61, -73.86)"
NY0025429,MILLBROOK SEWAGE TREATMENT PLANT,Surface,0.25,39 NORTH AVE,MILLBROOK,NY,USA,12545,41.78,-73.69,"39 NORTH AVE
MILLBROOK, NY 12545
(41.78, -73.69)"
NY0259829,MILTON WASTEWATER TREATMENT FAC,Surface,0.06,DOCK ST,MILTON,NY,USA,12547,41.65,-73.95,"DOCK ST
MILTON, NY 12547
(41.65, -73.95)"
NY0036749,MINETTO - T WPCP,Surface,0.20,2086 SNELL RD,MINETTO,NY,USA,13115,43.40,-76.48,"2086 SNELL RD
MINETTO, NY 13115
(43.40, -76.48)"
NY0027758,MOHAWK VIEW WATER POLLUTION CONTROL PLANT,Surface,6.00,200 ONDERDONK AVE,LATHAM,NY,USA,12110,42.78,-73.77,"200 ONDERDONK AVE
LATHAM, NY 12110
(42.78, -73.77)"
NY0107565,MONTGOMERY CO SD 1,Surface,1.00,28 OLD STATION RD,NELLISTON,NY,USA,13410,42.92,-74.60,"28 OLD STATION RD
NELLISTON, NY 13410
(42.92, -74.60)"
NY0109622,MONTGOMERY STP SD #2,Surface,,74 MAIN ST,WALDEN,NY,USA,12586,41.51,-74.19,"74 MAIN ST
WALDEN, NY 12586
(41.51, -74.19)"
NY0247782,MONTGOMERY-T STP DIST # 1,Surface,0.15,201 CO RTE 416,MONTGOMERY,NY,USA,12549,41.49,-74.24,"201 CO RTE 416
MONTGOMERY, NY 12549
(41.49, -74.24)"
NY0022454,MONTICELLO STP,Surface,3.10,WAVERLY AVENUE,MONTICELLO,NY,USA,12701,41.64,-74.67,"WAVERLY AVENUE
MONTICELLO, NY 12701
(41.64, -74.67)"
NY0021865,MONTOUR FALLS - V STP,Surface,0.31,MARINA DR,MONTOUR FALLS,NY,USA,14865,42.35,-76.85,"MARINA DR
MONTOUR FALLS, NY 14865
(42.35, -76.85)"
NY0022756,MORAVIA - V STP,Surface,0.60,AURORA ST,MORAVIA,NY,USA,13118,42.70,-76.43,"AURORA ST
MORAVIA, NY 13118
(42.70, -76.43)"
NY0206997,MORRISTOWN (V) WWT FACILITY,Surface,0.12,HIGH ST,MORRISTOWN,NY,USA,13664,44.58,-75.64,"HIGH ST
MORRISTOWN, NY 13664
(44.58, -75.64)"
NY0261742,MORRISVILLE VILLAGE WASTEWATER TP,Surface,0.18,CALAHAN DR,MORRISVILLE,NY,USA,13408,42.89,-75.64,"CALAHAN DR
MORRISVILLE, NY 13408
(42.89, -75.64)"
NY0145696,MOUNTAIN DALE WWTP,Surface,0.18,CHURCH RD - OPPOSITE LAUREL,MOUNTAIN DALE,NY,USA,12763,41.68,-74.53,"CHURCH RD - OPPOSITE LAUREL
MOUNTAIN DALE, NY 12763
(41.68, -74.53)"
NY0030741,MT MORRIS-V STP,Surface,0.86,103 SULLIVAN ST,MT MORRIS,NY,USA,,42.72,-77.86,"103 SULLIVAN ST
MT MORRIS, NY
(42.72, -77.86)"
NY0110205,NARROWSBURG SEWER DISTRICT STP,Surface,0.10,210 BRIDGE ST,NARROWSBURG,NY,USA,12764,41.60,-75.06,"210 BRIDGE ST
NARROWSBURG, NY 12764
(41.60, -75.06)"
NY0026441,NASSAU CO SD #1 - INWOOD STP,Surface,,1 BAY BLVD,INWOOD,NY,USA,,40.62,-73.74,"1 BAY BLVD
INWOOD, NY
(40.62, -73.74)"
NY0029475,NEWARK WASTEWATER TREATMENT FACILITY,Surface,3.00,321 MURRAY ST,NEWARK,NY,USA,14513,43.05,-77.08,"321 MURRAY ST
NEWARK, NY 14513
(43.05, -77.08)"
NY0109151,NEW BALTIMORE - T SD STP,Surface,0.06,ST RTE 144 - E SIDE,HANNACROIX,NY,USA,12087,42.45,-73.78,"ST RTE 144 - E SIDE
HANNACROIX, NY 12087
(42.45, -73.78)"
NY0025208,NEWBURGH COLDEN PARK STP,Surface,,CHARLESTOWN DR - E END,NEWBURGH,NY,USA,12550,41.51,-74.12,"CHARLESTOWN DR - E END
NEWBURGH, NY 12550
(41.51, -74.12)"
NY0025224,NEWBURGH MEADOW HILL NORTH STP,Surface,,MONARCH DR,NEWBURGH,NY,USA,12550,41.53,-74.09,"MONARCH DR
NEWBURGH, NY 12550
(41.53, -74.09)"
NY0145599,NEWBURGH NOB HILL SEWER DIST,Surface,0.01,FOSTERTOWN RD - N SIDE - E OF FROZEN LN,NEWBURGH,NY,USA,12550,41.54,-74.02,"FOSTERTOWN RD - N SIDE - E OF FROZEN LN
NEWBURGH, NY 12550
(41.54, -74.02)"
NY0025194,NEWBURGH WINTERGREEN STP,Surface,,WINTERGREEN AVE OFF RT 52,NEWBURGH,NY,USA,12550,41.51,-74.05,"WINTERGREEN AVE OFF RT 52
NEWBURGH, NY 12550
(41.51, -74.05)"
NY0026310,NEWBURGH WWTP,Surface,9.00,2 RENWICK ST,NEWBURGH,NY,USA,12550,41.49,-74.00,"2 RENWICK ST
NEWBURGH, NY 12550
(41.49, -74.00)"
NY0027774,NEWFANE -T- WASTEWATER TREATMENT PLANT,Surface,1.60,6349 E LAKE RD,OLCOTT,NY,USA,,43.34,-78.68,"6349 E LAKE RD
OLCOTT, NY
(43.34, -78.68)"
NY0110752,NEWFIELD -T SD 1,Ground,0.03,TABER RD,NEWFIELD-T,NY,USA,14867,42.37,-76.57,"TABER RD
NEWFIELD-T, NY 14867
(42.37, -76.57)"
NY0109886,NEW PALTZ OHIOVILLE SEWER DIST 6 STP,Surface,0.02,OHIOVILLE RD - E SIDE - N OF NEW PALTZ RD,NEW PALTZ,NY,USA,12561,41.74,-74.05,"OHIOVILLE RD - E SIDE - N OF NEW PALTZ RD
NEW PALTZ, NY 12561
(41.74, -74.05)"
NY0030082,NEW PALTZ (V) WWT FACILITY,Surface,1.50,HUGUENOT ST,NEW PALTZ,NY,USA,12561,41.75,-74.09,"HUGUENOT ST
NEW PALTZ, NY 12561
(41.75, -74.09)"
