"Region","County","Site_Name_Title","Description","Latitude","Longitude","Statewide_PTH_Site_Theme_Tag","Website_URL","Photo_URL","Town_City_Village","Address","State","Zip_Code","Phone","Location"
"New York City","New York","Lower East Side Tenement Museum","Preserves and interprets the history of immigration through the personal experiences of the generations of newcomers who settled and built lives in the Lower East Side, Americas iconic immigrant neighborhood. Through its tours of the tenement building at 97 Orchard Street, home to generations of working class immigrants between 1863 and 1935, the museum helps to enhance appreciation of the critical role immigration has played and continues to play in shaping Americas identity.","40.718542","-73.9900763","Immigration","http;//www.tenement.org","","Manhattan","103 Orchard St","NY","10002","212-982-2842","(40.718541999999999, -73.990076299999998)"
"New York City","New York","Merchants House Museum","Built in 1832, this elegant brick and white marble townhouse is one of the citys finest examples of residential architecture of the period. It was home to the Tredwells, a wealthy merchant-class family who lived in the house with their servants for almost 100 years. Complete with the familys original furnishings and personal possessions, including furniture, decorative arts, photographs, and books, the house offers a rare and intimate glimpse of domestic life in New York City from 1835-1865.","40.7276575","-73.9926154","Arts and Culture","http;//www.merchantshouse.org","","East Village, Manhattan","29 E 4th St","NY","10003","212-777-1089","(40.727657499999999, -73.992615400000005)"
"New York City","New York","Metropolitan Museum of Art","The MET is the largest art museum in the United States with an extraordinarily large and important collection of art, including works from classical antiquity and ancient Egypt, European masterpieces, and an extensive collection of American and modern art. It was founded in 1870 by a group of American businessmen and financiers as well as leading artists and thinkers of the day who wanted to open a museum to bring art and art education to the American people. It opened in 1872 and is one of the worlds largest art galleries.","40.7783911","-73.9626184","Arts and Culture","http;//www.metmuseum.org","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/633.jpg","Manhattan","1000 5th Ave","NY","10028","212-535-7710","(40.7783911, -73.962618399999997)"
"New York City","New York","Morgan Library  and  Museum","In 1924, John Pierpont Morgan, Jr. gave his fathers extraordinary library to the public. One of the countrys most prominent financiers, Morgan was a voracious collector, acquiring the array of rare books, manuscripts, drawings, prints, and ancient artifacts that form the core of the librarys holdings. The distinguished complex is housed in a series of interconnected buildings, including Morgans original, early 20th century library designed in a grand classical style by the prominent architectural firm of McKim, Mead and White.","40.7493222","-73.9817315","Arts and Culture","http;//www.themorgan.org","","Murray Hill, Manhattan","225 Madison Ave","NY","10016","212-685-0008","(40.749322200000002, -73.981731499999995)"
"New York City","New York","Morris Jumel Mansion","Originally built as a country retreat for Roger and Mary Jumel, in the fall of 1776 the mansion was seized by the Continental Army and served as headquarters for George Washington during the Battle of Harlem Heights. British and Hessian commanders occupied the house after Washingtons retreat from New York. In the summer of 1790, Washington returned and dined here with members of his cabinet. The mansion features restored period rooms and interpretations of the mansions role during the Revolution.","40.8348046","-73.9386715","The Revolution","http;//www.morrisjumel.org","","Manhattan","65 Jumel Terrace","NY","10032","212-923-8008","(40.834804599999998, -73.938671499999998)"
"New York City","New York","Museum of the City of New York","In the 1930s, this Colonial Revival building was designed for the Museum of the City of New York. The Citys history and many quirks are revealed through engaging exhibits.","40.7923452","-73.9524531","Arts and Culture","http;//www.mcny.org","","East Harlem, Manhattan","1220 5th Ave","NY","10029","212-534-1672","(40.7923452, -73.9524531)"
"New York City","New York","National Museum of the American Indian","The National Museum of the American Indian, part of the Smithsonian, is located within the historic Alexander Hamilton U.S. Custom House in lower Manhattan and explores the diversity of the Native people of the Americas with programs like music, dance, films and symposia, as well as permanent and temporary exhibitions that draw upon 700 artifacts and works of art, including headdresses, instruments, baskets and clothing.","40.704519","-74.014126","Native Americans","http;//nmai.si.edu/visit/newyork","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/879.jpg","Manhattan","One Bowling Green","NY","10004","212-514-3700","(40.704518999999998, -74.014126000000005)"
"New York City","New York","New-York Historical Society","The New-York Historical Society is an American history museum and library. Founded in 1804 as New Yorks first museum, the New-York Historical Society presents exhibitions, public programs and research that explore the rich history of New York and the nation. It holds an extensive collection of historical artifacts, works of American art, and other materials documenting the history of the United States and New York.","40.779128","-73.974059","Arts and Culture","http;//www.nyhistory.org","","Manhattan","170 Central Park West","NY","10024","212-873-3400","(40.779128, -73.974058999999997)"
"New York City","New York","New York Public Library and Bryant Park","With nearly 53 million items, it is the second largest public library in the US, with branches in Manhattan, The Bronx and Staten Island. Established in 1970, the Mid-Manhattan Library houses the largest circulating collections of The New York Public Library. Located behind the Librarys main branch, Bryant Park serves as an urban oasis with a French-style carousel, extensive gardens and year-round events and activities.","40.754166","-73.983264","Arts and Culture","","","Manhattan","Avenue of the Americas, 5th Ave., West 40th and 42nd Sts.","NY","10016","NYPL; 212-340-0863;  BP; 212-768-4242","(40.754165999999998, -73.983264000000005)"
"New York City","New York","Riverside Church","The Riverside Church is interdenominational American Baptist and United Church of Christ church in New York City, famous for its elaborate Neo-Gothic architecture and its history of social justice.","40.812102","-73.963277","Arts and Culture","","","Manhattan","490 Riverside Drive","NY","10027","212-870-6700","(40.812102000000003, -73.963277000000005)"
"New York City","New York","Rockefeller Center including Top of the Rock Observation Deck, Radio City Music Hall and Christmas Spectacular","Rockefeller Center is an Art Deco masterpiece, created under John D. Rockefeller Jr.s vision of a contemporary and innovative city within a city.  Officially opened in 1933, the project was constructed during the height of the Great Depression and employed over 40,000 people.   Year round, visitors tour the plaza, Radio City Music Hall and the studios of NBC, as well as take in the spectacular 360-degree views from the Top of the Rock Observation Deck.","40.75898","-73.979602","Arts and Culture","http;//www.rockefellercenter.com/","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/652.jpg","Manhattan","Avenue of the Americas, 5th Ave, 48th Street, 51st Street","NY","10020","877-NYC-ROCK (877-692-7625)","(40.758980000000001, -73.979602)"
"New York City","New York","Schomburg Center","A division of the New York Public Library, the Schomburg Center has collected and preserved materials documenting black life, and promoted the study of the history and culture of peoples of African descent for over 80 years.  It offers exhibitions, tours and programs, in addition to access to its wide-ranging research collection.","40.814532","-73.940889","Arts and Culture","http;//www.nypl.org/locations/schomburg","","Manhattan","515 Malcolm X  Blvd","NY","10037","212-491-2200","(40.814532, -73.940888999999999)"
"New York City","New York","Skyscraper Museum","The Skyscraper Museum celebrates the Citys rich architectural heritage and examines the historical forces and individuals that have shaped its successive skylines. Through exhibitions, programs and publications, the Museum explores tall buildings as objects of design, products of technology, sites of construction, investments in real estate, and places of work and residence.","40.7055858","-74.0178955","Innovation and Commerce","http;//www.skyscraper.org/home.htm","","Manhattan","39 Battery Place","NY","10280","212-968-1961","(40.705585800000001, -74.017895499999995)"
"New York City","New York","Smithsonians Cooper-Hewitt, National Design Museum","Smithsonians Cooper-Hewitt National Design Museum is housed in another work of art; Andrew Carnegies 1902 mansion, the first private residence in the U.S. to have a structural steel frame and one of the first in New York to have an Otis passenger elevator.  It is the only museum in the nation devoted exclusively to historic and contemporary design.","40.784646","-73.9581131","Arts and Culture","http;//www.cooperhewitt.org","","Manhattan","2 East 91st Street","NY","10128","212-849-8400","(40.784646000000002, -73.958113100000006)"
"New York City","New York","Solomon R. Guggenheim Museum","Showing works by Chagall, Degas, Picasso and Van Gogh, the Solomon R. Guggenheim Museum on Manhattans upper east side is itself is a work of art.  Frank Lloyd Wrights masterpiece of modern architecture houses a permanent collection of 20th century art as well as special exhibits.","40.7828945","-73.9593159","Arts and Culture","http;//www.guggenheim.org","","Manhattan","1071 5th Ave at 89th St","NY","10128","212-423-3500","(40.782894499999998, -73.959315900000007)"
"New York City","New York","South Street Seaport Museum","Sixteen historic and contemporary installations interweaving the city, the sea and the historic South Street Seaport neighborhood come together at the South Street Seaport Museum in lower Manhattan.  Highlights include historic ships like the lightship Ambrose and the schooner Pioneer; a 19th-century letterpress print shop; and a multimedia experience presenting a history of New York, from a settlement of a few hundred Europeans, Africans and Native Americans to the present.","40.707149","-74.003485","Canals and Transportation","http;//www.southstreetseaportmuseum.org","","Manhattan","12 Fulton St","NY","10038","917-492-3379","(40.707149000000001, -74.003484999999998)"
"New York City","New York","Statue of Liberty National Monument","The Statue of Liberty in New York harbor was given by the people of France to the people of the US in recognition of the friendship established during the American Revolution.  Dedicated in 1886, the statue came to be associated with immigration as new arrivals gazed upon her torch when arriving in the US.  Visitors today can explore New Yorks heritage as the gateway for the worlds huddled masses yearning to be free by visiting the statue.","40.689245","-74.044557","Immigration","http;//www.nps.gov/stli/index.htm","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/666.jpg","NY Harbor","1 Battery Park Place (currently closed)","NY","10004","212-363-3200","(40.689245, -74.044556999999998)"
"New York City","New York","St. Augustines Church  and  restored Slave Gallery","Built in 1828 immediately after abolition of slavery in New York, this Anglican church is now home to the largest African American congregation in the Lower East Side . Though slavery in New York supposedly ended in 1827, this church was still built with two hidden rooms known as slave galleries, to where African Americans were segregated. The restored slave galleries remain the churchs most popular attraction.","40.7139119","-73.9834194","Arts and Culture","","","Manhattan","290 Henry St","NY","10002","212-673-5300","(40.713911899999999, -73.983419400000002)"
"New York City","New York","Stonewall Inn / Gay Liberation Monument / Christopher Park / Greenwich Village","The birthplace of  modern gay rights took place on Christopher Street in Greenwich Village in June 1969, at the Stonewall Inn, where LGBT patrons  stood up against the police raids to which they had regularly been subjected. Stonewall Inn still operates as a local gay bar.  A Gay Liberation monument in Christopher Park, across the way, commemorates the rebellion.","40.7337703","-74.0020808","Civil Rights","http;//www.nycgovparks.org","","Manhattan","53 Christopher St","NY","10014","212-488-2705","(40.733770300000003, -74.002080800000002)"
"New York City","New York","St. Patricks Cathedral","Saint Patricks Cathedral, designed by architect James Renwich, is an example par excellence of the American Gothic Revival style. Construction of St. Patricks began in 1858 and continued, on and off, for nearly half a century. The pointed, ribbed vaults of the Cathedral spread the weight of the ceiling more evenly, so that the walls  beared less weight, allowing for larger windows that let in the natural light that famously floods the Cathedral.","40.7584737","-73.9751781","Arts and Culture","http;//www.saintpatrickscathedral.org","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/664.jpg","Manhattan","460 Madison Ave.","NY","10022","212-753-2261 ","(40.758473700000003, -73.975178099999994)"
"New York City","New York","St Pauls Chapel","Built in the 1760s, St. Pauls Chapel is the oldest surviving church building in Manhattan. George Washington, with members of the newly formed U.S. Congress, worshiped here on his Inauguration Day, April 30, 1789. After the attack on September 11, 2001, the chapel served as a place of rest, refuge and recovery at the World Trade Center site. The fence around the church became the main spot for visitors to place memorials to the tragic event. The chapel is open to the public and offers a variety of visitor experiences.","40.7111771","-74.0088559","Colonial History","http;//www.trinitywallstreet.org","","Manhattan","209 Broadway","NY","10007","212- 233-4164","(40.7111771, -74.0088559)"
"New York City","New York","Studio Museum in Harlem, The","The museum is an American contemporary art museum founded in 1968 as the first such museum in the U.S. devoted to the art of African-Americans, specializing in 19th and 20th century work as well work of artists of African descent.","40.8082621","-73.9467922","Arts and Culture","http;//www.studiomuseum.org/","","Manhattan","144 W 125th St","NY","10027","212-864-4500","(40.8082621, -73.946792200000004)"
"New York City","New York","Theodore Roosevelt Birthplace","The Theodore Roosevelt Birthplace National Historic Site in the Chelsea neighborhood of Manhattan preserves the childhood home of the only president born in New York City.  The townhouse features exhibit galleries, an introductory film, five historically furnished rooms with many Roosevelt family-owned items, a bookstore and special events.","40.7390178","-73.9895875","US Presidents","http;//www.nps.gov/thrb/index.htm","","Manhattan","28 East 20th Street","NY","10003","212-260-1616","(40.739017799999999, -73.989587499999999)"
"New York City","New York","Times Square Museum and Visitors Center / Times Square","The Times Square Museum and Visitor Center gives a taste of the history and excitement of Broadway theater with exhibits and video.  The center is located amid the neon lights, giant billboards, electronic ticker tape and television studios of Times Square, still known as The Crossroads of the World.","40.756764","-73.986319","Innovation and Commerce","http;//www.timessquarenyc.org","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/675.jpg","Manhattan","7th Ave at 46th  and  47th Street","NY","10036","212-452-5283","(40.756763999999997, -73.986318999999995)"
"New York City","New York","Trinity Cemetery","Trinity Church Cemetery consists of three separate burial grounds associated with Trinity Church; Trinity Churchyard, Trinity Church Cemetery and Mausoleum and the Churchyard of St. Pauls Chapel. The burial grounds have been the final resting place for many historic figures since the Churchyard cemetery opened in 1697 including Alexander Hamilton, Robert Fulton and James Lawrence. A non-denominational cemetery, it is the only remaining active cemetery in Manhattan.","40.8341249","-73.9486484","Colonial History","http;//www.trinitywallstreet.org/congregation/cemetery","","Manhattan","770 Riverside Drive","NY","10032","212-368-1600","(40.834124899999999, -73.948648399999996)"
"New York City","New York","Trinity Church","Trinity Church is a Gothic Revival style landmark that is one of the earliest churches established in New York in 1697. The original parish was destroyed in a fire during the Revolutionary War and the second was demolished in 1838 after structural damage. The current church was built in 1846, designed by prominent 19th century American architect Richard Upjohn. Some of New Yorks most prominent citizens are buried in its cemetery, including Alexander Hamilton, Robert Fulton and James Lawrence.","40.7083977","-74.0126334","Colonial History","http;//www.trinitywallstreet.org","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/677.jpg","Manhattan","74 Trinity Place","NY","10006","212-602-0800","(40.708397699999999, -74.012633399999999)"
"New York City","New York","Union Square Park","Opened in 1839 and redesigned in 1872 by Frederick Law Olmsted and Calvert Vaux to accommodate more visitors, the park has served as home base for countless community events and festivals, from the first Labor Day parade in 1882 and workers in the 1930s, to the popular Greenmarket today. This former burial ground has seamlessly transitioned from a town square into a vibrant city park.","40.735871","-73.991047","Arts and Culture","http;//www.nycgovparks.org/parks/unionsquarepark","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/679.jpg","Manhattan","Broadway to 4 Ave; E 14 St, to E 17 St","NY","10003","212-NEW-YORK","(40.735871000000003, -73.991046999999995)"
"New York City","New York","United Nations","United Nations Headquarters stands on 18 acres on the eastern shore of Manhattan Island, on the banks of New York Citys East River. Representatives of the earths six billion people come to discuss and decide issues of peace, justice and economic and social well being. Visitors can experience special exhibits or visit the UN Bookshop, Gift Shop, United Nations Postal Administration Sales Counter, or the Inquiries Desk.Visitors can also take daily guided or audio tours, or reserve a lecture led by a United Nations staff member.","40.749374","-73.9690405","Arts and Culture","http;//visit.un.org","","Manhattan","1 United Nations Plaza","NY","10017","212-963-TOUR (8687)","(40.749374000000003, -73.969040500000006)"
"New York City","New York","U.S.S. Intrepid and Intrepid Sea, Air  and  Space Museum","USS Intrepid is one of 24 Essex-class aircraft carriers built during World War II for the United States Navy. She is the fourth US Navy ship to bear the name. Commissioned in August 1943, Intrepid participated in several campaigns in the Pacific Theater of Operationsduring World War II. The museums exhibits tell the story of naval aviation, honor the heroes of the past and feature high-tech hardware of the future.  The retired Space Shuttle Enterprise opens to the public in summer 2013.","40.764888","-74.000742","Innovation and Commerce","http;//www.intrepidmuseum.org","","Manhattan","One Intrepid Square  12th Avenue  and  46th Street","NY","10036","877-957-SHIP (7447) or 212-245-0072","(40.764887999999999, -74.000742000000002)"
"Greater Niagara","Niagara","Castellani Art Museum of Niagara Falls","The Castellani Art Museum serves as a cultural resource for Niagara University and its surrounding community and an attraction for regional and international tourists. Exhibitions of nationally known and emerging contemporary artists and traditional folk arts are presented each year.","43.144123","-79.038986","Arts and Culture","http;//www.castellaniartmuseum.org","","Lewiston","5795 Lewiston Rd","NY","14109","716-286-8200","(43.144123, -79.038985999999994)"
"Greater Niagara","Niagara","Herschell Carousel Factory Museum","The Herschell Carrousel Factory Museum is located in the companys original 19th century factory building. Both the building and the 1916 #1 Special Carrousel housed there are on the National Register of Historic Places.  Visitors can discover the art, science, math, music and social history of the early American amusement industry through the museums rich artifact collection, including hand-carved wooden carrousel animals and the only remaining music roll production equipment from the Wurlitzer Company.","43.0297514","-78.8730768","Innovation and Commerce","http;//www.carrouselmuseum.org","","North Tonawanda","180 Thompson Street","NY","14120","716-693-1885","(43.029751400000002, -78.873076800000007)"
"Greater Niagara","Niagara","Murphy Orchards","The fruit farm has been family owned and in continuous production since the early 1800s. Plants are grown on the same soil, and the farmhouse, barn and outbuildings built by Charles and Libby McClew in 1850 are still in use. Charles and Libby McClew are believed to have been part of the Underground Railroad Network between 1850 and 1861.  The farm structures, the orchards and the landscape remain virtually unchanged from 150 years ago, allowing you to experience a unique view of Underground Railroad History.","43.29958","-78.724743","Civil Rights","http;//murphyorchards.com","","Burt","2402 McClew Rd","NY","14028","716-778-7926","(43.299579999999999, -78.724743000000004)"
"Greater Niagara","Niagara","New York Power Authority Power Vista","The hydroelectric power produced at this plant is responsible for powering the majority of New York State, generating 2.4 million kilowatts  enough power to light 24 million 100-watt light bulbs at once!  Visitors can learn about hydroelectricity and the historic role it has played in the Niagara Frontier with more than 50 interactive exhibits about hydroelectricity and an observation deck perched 350 feet above the gorge.","43.1443165","-79.0389733","Innovation and Commerce","http;//www.nypa.gov/vc/niagara.htm","","Lewiston","5777 Lewiston Road","NY","14092","716-286-6651","(43.144316500000002, -79.038973299999995)"
"Greater Niagara","Niagara","Niagara County Historical Society","The Niagara County Historical Society Complex, comprising 6 buildings, presents a glimpse of area life in Niagara County over the last 175 years. The Outwater Memorial Building, 215 Niagara Street, Lockport, NY, is the headquarters for the Niagara County Historical Society. The Erie Canal Discovery Center is part of the Niagara County Historical Society Museum Complex.  The 1863 brick home features a Victorian Parlor, Historic Pantry, Old Toy Room, the Civil War Room and a Changing Exhibit Room.","43.170441","-78.702727","Canals and Transportation","http;//niagarahistory.org","","Lockport","215 Niagara St","NY","14094","716-434-7433","(43.170440999999997, -78.702726999999996)"
"Greater Niagara","Niagara","Niagara Falls State Park and the Gorge Trails and Parks","Formed 10,000 years ago, Niagara Falls has attracted visitors from around the world for centuries.  A visit to the 125-year-old, Frederick Law Olmsted-designed Niagara Falls State Park -- Americas oldest state park -- allows guests to experience the power of the falls aboard a Maid of the Mist boat tour, with the Cave of the Winds walk or from the Observation Tower.  Visitors can also follow trails and parks along the path of the Niagara River Gorge.","43.081528","-79.06424","Natural History","http;//www.nysparks.com","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/810.jpg","Niagara Falls","","NY","14303","716-278-1796","(43.081527999999999, -79.064239999999998)"
"Greater Niagara","Niagara","Old Fort Niagara","Old Fort Niagara has dominated the entrance to the Niagara River since 1726. In American hands since 1796, Fort Niagara was recaptured by the British in 1813, and then ceded to the US a second time in 1815 at the end of the War of 1812. Today, visitors can discover an amazing collection of military architecture, including the oldest building in the Great Lakes region; the French Castle. The fort is a New York State and National Historic Landmark and hosts several reenactments each year.","43.2596625","-79.0560019","War of 1812","http;//www.oldfortniagara.org","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/779.jpg","Youngstown","4 Scott Avenue","NY","14174","716-745-7611","(43.259662499999997, -79.056001899999998)"
"Central New York","Oneida","Black River Canal/Boonville Black River Canal Museum","The 77-mile long Black River Canal was an engineering marvel of the 19th century. Only 35 miles long, the canal had 109 locks. Abandoned entirely in the 1920s, the former canal path is replete with stone locks and other evidence of the man-made waterway, especially north of Utica along NYS Route 12. In Boonville, the Black River Canal Museum contains a full-scale replica of a canal boat on its grounds.","43.4804909","-75.326923","Canals and Transportation","http;//www.blackrivercanalmuseum.com","","Boonville","520 Main Street","NY","13309","315-942-6763","(43.480490899999999, -75.326922999999994)"
"Central New York","Oneida","Carellos Landmark Carousel","The 1896 carousel is located on Main Street in Sylvan Beach, a popular resort community on the eastern shore of Oneida Lake. The historic carousel has been a popular leisure time destination in the area for more than a century. The community is also home to the Sylvan Beach Amusement Park, a traditional family amusement park that features a variety of vintage and contemporary rides, games of chance, and arcades.","43.196458","-75.730463","Arts and Culture","http;//www.sylvanbeachny.com","","Sylvan Beach","Main Street","NY","13157","315-762-4361","(43.196458, -75.730463)"
"Central New York","Oneida","Erie Canal Village","On the site in Rome, New York where the first shovel full of earth was turned for the Erie Canal, visitors can experience the Erie Canal Village, a reconstructed 19th century settlement with museums, a freight wagon ride, a blacksmith shop, an ice house, a canal store and even lunch available in 1850s tavern.","43.2272212","-75.5004536","Canals and Transportation","http;//www.eriecanalvilliage.net","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/401.jpg","Rome","5789 Rome-New London Rd","NY","13440","315-337-3999","(43.227221200000002, -75.5004536)"
"Central New York","Oneida","Fort Bull","Constructed in 1755, this French and Indian War era fortification consisted of a star-shaped wood stockade with four interior buildings. It was destroyed by the French in 1756 during the Massacre at Fort Bull and rebuilt later that same year as Fort Wood Creek. Located on the grounds of the Erie Canal Village, the site of the old fort is accessible to the public and is marked with a stone monumenta large, carved boulder.","43.225258","-75.502344","Native Americans","","","Rome","N/A","NY","13440","N/A","(43.225257999999997, -75.502343999999994)"
"Central New York","Oneida","Fort Stanwix National Monument","Fort Stanwix National Monument is a tribute to the fort that never surrendered. In 1777, it successfully repelled a prolonged siege by British, German, Loyalist, Canadian and American Indian troops and warriors. This, combined with the battles at Oriskany, Bennington and Saratoga, thwarted a coordinated effort by the British to take the northern colonies, and led to American alliances with France and the Netherlands. Visitors can take a guided tour of the grounds where the fort once stood.","43.2119688","-75.4548373","The Revolution","http;//www.nps.gov","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/407.jpg","Rome","112 East Park Street","NY","13440","315-338-7730","(43.211968800000001, -75.454837299999994)"
"Central New York","Oneida","H.P. Sears Oil Co. Service Station Museum","Drive into yesteryear at the H.P. Sears Oil Co. Service Station Museum in Utica, a one of a kind, completely restored 1929 service station.  Art Deco exterior fixtures like clock face gas pumps and an oil change pit complement the station building and its nostalgic interior furnishings.","43.2142113","-75.4608179","Innovation and Commerce","http;//www.hpsearsoil.com","","Rome","201 N. George Street","NY","13440","315-339-5180","(43.214211300000002, -75.460817899999995)"
"Central New York","Oneida","Munson-Williams-Proctor Arts Institute","The Munson-Williams-Proctor Arts Institute is an internationally recognized fine arts center, with an art museum, performing arts center, and art school and college.  The museum spans two historic buildings  a modern 1960 structure designed by Philip Johnson, and a restored 1850 Italianate mansion  and features 20 galleries of paintings, drawings, sculptures, photographs and decorative arts, including works by Cole, Dali, Kandinsky, Mondrian, OKeefe, Picasso, Pollock, Tiffany and Whistler.","43.0971645","-75.2400688","Arts and Culture","http;//www.mwpai.org","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/428.jpg","Utica","310 Genesee Street","NY","13502","315-797-0000","(43.097164499999998, -75.240068800000003)"
"Central New York","Oneida","National Distance Running Hall of Fame","The National Distance Running Hall of Fame in Utica showcases inductees and memorabilia honoring the athletes who made contributions to the sport of distance running in the town that hosts the Boilermaker 15K Road Race.  With 10,000 runners, it is consistently ranked as one of Runner Worlds Top 100 races.","43.1031813","-75.2282481","Sports History","http;//www.distancerunning.com","","Utica","114 Genesee Street","NY","13502","315-724-4525","(43.103181300000003, -75.228248100000002)"
"Central New York","Oneida","Oneida County Historical Society","Founded in 1876, the society preserves and promotes the history of Oneida County and the greater Mohawk Valley through collecting and displaying artifacts, operating a research library, and hosting over four dozen annual programs and special events at its Genesee Street home in Utica. The society occupies the former Christian Scientist Church, an imposing classically inspired landmark with a prominent portico that was built in 1914. The churchs former sanctuary serves as the societys spacious exhibition space.","43.0914713","-75.252558","Arts and Culture","http;//www.oneidacountyhistory.org","","Utica","1608 Genesee Street","NY","13502","315-735-3642","(43.091471300000002, -75.252557999999993)"
"Central New York","Oneida","Oriskany Battlefield State Historic Site","Pay tribute to the soldiers who fought courageously to advance Americas fight for freedom during the Revolutionary War. Recall Brigadier General Herkimers heroic efforts in 1777 to lead his army during a surprise attack by British and Loyalist troops and their Native American allies. Tour the site, view the interpretative displays, and see the imposing monument, which was built in the 1880s to commemorate those who sacrificed their lives during this brutal battle.","43.1745153","-75.3678276","The Revolution","http;//www.nysparks.com/historic-sites","","Oriskany","7801 State Route 69","NY","13424","315-768-7224","(43.174515300000003, -75.367827599999998)"
"Central New York","Oneida","Rome Historical Society","Founded in 1936, the Rome Historical Society is committed to preserving and interpreting local and regional history. Headquartered in a former 20th century post office, the society oversees an important collection of historical records and artifacts, and operates a museum in the former William E. Scripture Memorial Library. The organization also maintains the Tomb of the Unknown Revolutionary War Soldier, The Lower Landing site (used by early traders), and Fort Bull, the site of a French and Indian War fortification.","43.2122513","-75.454598","Canals and Transportation","http;//www.romehistoricalsociety.org","","Rome","200 Church Street","NY","13440","315-336-5870","(43.212251299999998, -75.454598000000004)"
"Central New York","Oneida","Saranac/F.X. Matt Brewery","Home of the Saranac line of beers and soft drinks, as well as Utica Club Pilsner.   Brewery tours are available, describing the rich history of one of the United States premier craft brewers.  With a history dating to 1888, Matts is one of the oldest continually-operating breweries in the country.","43.1033231","-75.2442385","Innovation and Commerce","http;//www.saranac.com","","Utica","830 Varick Street","NY","13502","315-624-2480  315.732.0022  (800) 765-6288","(43.103323099999997, -75.244238499999994)"
"Central New York","Oneida","Stanley, The","Originally built to be a movie palace, The Stanley opened on September 10, 1928 with 2,963 seats. In 1974 the Central New York Community Arts Council (a local nonprofit organization) acquired the property, upgraded all mechanical, electrical, and safety systems, and continued to make technical improvements. In 2006, The Stanley closed its doors and underwent a $20 million expansion project. Now the Stanly is a performance venue with movies and live productions. Tours are by appointment.","43.0988013","-75.2353581","Arts and Culture","http;//www.thestanley.org","","Utica","259 Genesee Street","NY","13502","315-724-1113","(43.098801299999998, -75.235358099999999)"
"Central New York","Oneida","Steuben Memorial State Historic Site","Baron von Steuben, whose valuable wartime services have been described as being second in importance only to those of George Washington, was known as the Drillmaster of the American Revolution.  After the war, Congress granted him a life annuity and New York State deeded him a large parcel of land in appreciation for his wartime contributions. He summered on his land in a two-room log house until his death in November 1794. The site includes his memorial tomb and 1937-reconstructed log cabin.","43.337304","-75.233401","The Revolution","http;//www.nysparks.com/historicsites","","Remsen","Starr Hill Rd","NY","13438","315-831-3737","(43.337304000000003, -75.233401000000001)"
"Central New York","Oneida","Underground Railroad - Trail to Freedom","This Oneida County Heritage Trail includes sites and structures significant to the abolitionist movement and/or the underground railroad that was present in the region prior to the Civil War.  Guide maps are available at several tourist sites and Thruway kiosks.","42.978394","-77.984178","Civil Rights","","","LeRoy","N/A","NY","N/A","N/A","(42.978394000000002, -77.984178)"
"Central New York","Oneida","Union Station","Uticas New York Central Station opened with great fanfare in May 1914. Necessary restoration began in 1978 and is ongoing. Now owned by Oneida County, the station serves as a transportation, recreation, tourism and community center.","43.1039554","-75.2238379","Canals and Transportation","http;//www.adirondackrr.com/utica.html","","Utica","321 Main Street","NY","13501","315-724-0700   1-800-819-2291","(43.103955399999997, -75.223837900000007)"
"Central New York","Oneida","Verona Beach Lighthouse","The Verona Beach Lighthouse was one of three Oneida Lake lighthouses built to aid navigation in conjunction with the opening of the Barge Canal in 1918. The Verona Beach Lighthouse Association has overseen the repair, preservation, and interpretation of the lighthouse, which is maintained by the New York State Canal Corporation as an active aid to navigation.","43.197297","-75.727855","Canals and Transportation","http;//www.veronabeachlighthouse.org","","Verona Beach","2454  4th Ave","NY","13162","315-794-8545","(43.197296999999999, -75.727855000000005)"
"Finger Lakes","Onondaga","Camillus 1856 Octagon House","This 1856 Octagonal home represents a popular building trend and innovation of the mid-19th century, showcasing a collection of artifacts and antiques from the 1850s to 1900. Visitors can experience a guided tour of the many rooms which spiral six-stories all the way to the Cupola at the top, offering a pleasant view of the Camillus scenery. The Museum also interprets the cultural trends which supported this type of design.","43.0412414","-76.2783777","Arts and Culture","http;//www.octagonhouseofcamillus.org","","Camillus","5420 W. Genesee Street","NY","13031","315-488-7800","(43.041241399999997, -76.278377699999993)"
